"","lat","lon","elevation","distance_to_ocean"
"201",49.1757237406613,-122.231608106823,5,NA
"202",49.1770229309106,-122.586440350903,2,NA
"203",49.177673,-122.132936,8,NA
"204",49.1816608849621,-125.537248260507,7,NA
"205",49.1829430773543,-122.071834915525,9,NA
"206",49.183336180241,-121.89861998203,10,NA
"207",49.1833813269785,-125.537647150034,10,NA
"208",49.1837079869114,-124.829665083142,5,NA
"209",49.1846388737192,-125.863696127291,0,NA
"210",49.1850195515724,-122.236254822069,5,NA
"211",49.1874117969109,-125.913917128221,7,NA
"212",49.1908669416773,-125.797906824579,5,NA
"213",49.1924837469252,-122.999931972438,3,NA
"214",49.1950797466332,-125.893087552349,0,NA
"215",49.1952710514304,-121.902061433786,9,NA
"216",49.195970251942,-122.65457701699,3,NA
"217",49.1972734734496,-122.050909043906,7,NA
"218",49.1979485496083,-122.049811241906,7,NA
"219",49.1984940015045,-122.251146716112,5,NA
"220",49.199483825541,-122.251241610392,7,NA
"221",49.2003212231094,-122.585470690994,0,NA
"222",49.2011017836564,-121.736815266901,26,NA
"223",49.2012580095736,-125.512618944294,21,NA
"224",49.2021413978029,-122.258763772335,5,NA
"225",49.2034057039773,-125.603510548036,3,NA
"226",49.2050397031327,-121.900101699071,11,NA
"227",49.2055662107605,-125.801674820144,0,NA
"228",49.2059240373078,-121.74193887404,15,NA
"229",49.2064252271484,-123.969328520052,8,NA
"230",49.2092481678973,-125.674073613817,0,NA
"231",49.2098862805982,-122.011385593762,9,NA
"232",49.2127955699575,-121.721776844516,15,NA
"233",49.215605874264,-122.251642854777,10,NA
"234",49.2171484660453,-121.879873079955,10,NA
"235",49.2194995916325,-122.891913029456,1,NA
"236",49.2221129782151,-123.199131468063,1,NA
"237",49.2239687616104,-122.850592880042,1,NA
"238",49.2250042210866,-122.352651665801,45,NA
"239",49.2252334639259,-122.805076287079,1,NA
"240",49.2289151439607,-121.946600978152,10,NA
"241",49.2327491134329,-121.996356046401,10,NA
"242",49.233611891929,-125.596264975262,0,NA
"243",49.2338771036032,-121.855997331469,16,NA
"244",49.2341363260063,-121.730547978679,17,NA
"245",49.2401406885174,-122.624003580926,3,NA
"246",49.2444443976476,-124.809469443686,5,NA
"247",49.2463967865097,-124.819839726766,5,NA
"248",49.2469498049135,-122.908932376579,12,NA
"249",49.251923001978,-124.064403201011,5,NA
"250",49.2550434460937,-124.115991822767,0,NA
"251",49.2552112227584,-124.812110005022,5,NA
"252",49.2582142585805,-124.814629568219,5,NA
"253",49.2604581012681,-125.729097189788,0,NA
"254",49.2606663746313,-122.795699966124,4,NA
"255",49.2643761027877,-125.725878253402,5,NA
"256",49.2645430418486,-122.708836549192,1,NA
"257",49.2657250017435,-124.1913519182,0,NA
"258",49.2670112416053,-122.668651248377,1,NA
"259",49.2674539926444,-124.192809797894,0,NA
"260",49.2678669394163,-124.853381994634,8,NA
"261",49.26989417316,-121.936088982398,12,NA
"262",49.271508075366,-122.646552223022,1,NA
"263",49.2747514108681,-126.169176922467,6,NA
"264",49.2759823243228,-122.804421086662,13,NA
"265",49.2772808364041,-125.919679875729,3,NA
"266",49.280220392691,-126.011350647601,6,NA
"267",49.284090340168,-122.834887389746,6,NA
"268",49.2855202569441,-122.733650748854,6,NA
"269",49.2856997109668,-122.733525374883,1,NA
"270",49.2865528947563,-122.05092932785,639,NA
"271",49.2880108699324,-124.915334732366,32,NA
"272",49.2934033770949,-121.72036187786,18,NA
"273",49.2944169177621,-125.981053185204,0,NA
"274",49.2972827910204,-122.867262806507,5,NA
"275",49.2988803917726,-125.948400411782,0,NA
"276",49.3003747262475,-123.039133901819,5,NA
"277",49.3018796789978,-123.024617700912,0,NA
"278",49.3037912727792,-124.238641924804,6,NA
"279",49.3041533042796,-121.792975471847,11,NA
"280",49.3078831662357,-122.999010124456,5,NA
"281",49.3092142918629,-123.019993175164,8,NA
"282",49.3133706387497,-123.091550803689,5,NA
"283",49.3139631563723,-122.680718325013,5,NA
"284",49.3140713414991,-123.102599752638,0,NA
"285",49.3143292672892,-121.875473577294,15,NA
"286",49.31453685596,-124.898242222102,22,NA
"287",49.3176334613038,-121.624457663344,26,NA
"288",49.3187130101852,-121.625954742884,27,NA
"289",49.3187143929776,-121.627762841187,25,NA
"290",49.3200189885685,-121.884139430264,24,NA
"291",49.3215612595233,-123.139728539572,0,NA
"292",49.3217304280009,-121.88110466722,30,NA
"293",49.3242060326117,-123.027950761501,29,NA
"294",49.3253037454552,-124.291664812769,5,NA
"295",49.3268326557386,-121.781231844992,11,NA
"296",49.3276426535525,-124.982643605237,85,NA
"297",49.328030015863,-123.13066263189,9,NA
"298",49.3297040097652,-121.877827944825,49,NA
"299",49.331171612626,-124.915055821172,37,NA
"300",49.3319081944333,-122.66139160675,9,NA
"301",49.3414319933273,-121.74754402431,10,NA
"302",49.3418021691593,-122.771299637157,120,NA
"303",49.3418193900853,-121.62805082445,24,NA
"304",49.3490155979956,-124.363587794203,5,NA
"305",49.3524482080664,-121.606677311732,29,NA
"306",49.3536173530067,-123.268250064664,0,NA
"307",49.3550176428638,-122.632295894313,8,NA
"308",49.3567447746196,-124.437739706572,5,NA
"309",49.356918663148,-123.268280631568,0,NA
"310",49.3582804060606,-121.574434977897,31,NA
"311",49.3584807093592,-125.986400763686,6,NA
"312",49.3622405921156,-126.226113774721,6,NA
"313",49.3642573253337,-125.776843344297,0,NA
"314",49.3651022002611,-124.494828410506,0,NA
"315",49.3699172482431,-126.058336374095,8,NA
"316",49.3705955554884,-121.462899042469,34,NA
"317",49.3794023084789,-126.270135265695,10,NA
"318",49.3827981925138,-121.424448245278,53,NA
"319",49.3830004264642,-121.390147800544,71,NA
"320",49.383826471999,-121.394557854512,60,NA
"321",49.3844327402062,-121.393018273416,62,NA
"322",49.3846381044483,-122.86316864657,0,NA
"323",49.3857845396859,-123.343243164287,21,NA
"324",49.3866799704723,-125.756999415658,14,NA
"325",49.3876130761607,-124.588510214837,0,NA
"326",49.38802740608,-121.404383447303,60,NA
"327",49.3883136512203,-125.759620530489,17,NA
"328",49.3888960966885,-126.220449517329,0,NA
"329",49.3900115610798,-123.555952059877,0,NA
"330",49.3935278153539,-121.439193637657,35,NA
"331",49.3954360040989,-122.559996432579,4,NA
"332",49.3956013669978,-125.416598942815,85,NA
"333",49.3981897929892,-124.610544657069,5,NA
"334",49.3990862816987,-126.467679572894,7,NA
"335",49.399846825744,-126.349560710557,7,NA
"336",49.4104201539704,-126.392740754564,3,NA
"337",49.4179723101786,-125.91243792765,0,NA
"338",49.4194043893104,-123.64182434736,0,NA
"339",49.4202716173521,-124.640350056648,5,NA
"340",49.4280732435599,-126.215820371587,8,NA
"341",49.4298751694577,-123.670041246637,0,NA
"342",49.432717920496,-123.473793072693,0,NA
"343",49.4329374796524,-121.436249223808,37,NA
"344",49.4334911280933,-124.663949934849,0,NA
"345",49.4344754603194,-122.874988653063,6,NA
"346",49.4368307273788,-126.084983710496,11,NA
"347",49.4384802391644,-123.709883171214,6,NA
"348",49.4392777966115,-123.723452965546,7,NA
"349",49.4395851120363,-126.417142398126,5,NA
"350",49.449096177745,-124.757043478133,9,NA
"351",49.4510072651684,-126.461252553495,5,NA
"352",49.4520031406064,-123.471371070608,0,NA
"353",49.452286403242,-124.745373196269,0,NA
"354",49.4554652378438,-124.758292595086,2,NA
"355",49.4555578117997,-124.758696947171,2,NA
"356",49.4561558346996,-126.028838536904,9,NA
"357",49.4612704730592,-123.419517761997,6,NA
"358",49.4622902018357,-123.447498284681,0,NA
"359",49.462361069236,-126.413364772967,5,NA
"360",49.4644053201214,-122.008937487037,221,NA
"361",49.4666851578798,-124.778638907241,2,NA
"362",49.4670128773919,-123.487275531234,6,NA
"363",49.4677363443668,-123.804117652925,0,NA
"364",49.4692485402877,-126.448463424812,4,NA
"365",49.4705404902129,-124.794045492617,0,NA
"366",49.4710355330156,-122.883104592372,7,NA
"367",49.4714863305004,-123.402377279104,0,NA
"368",49.4722294121495,-126.442041454747,4,NA
"369",49.4740367379136,-126.402491985712,0,NA
"370",49.4741378753608,-126.230534803536,6,NA
"371",49.474347802784,-121.409531096514,162,NA
"372",49.4785774563072,-123.483676805849,0,NA
"373",49.478866587508,-123.345092810096,6,NA
"374",49.4815241660592,-123.375608766644,0,NA
"375",49.4833398663515,-124.797038475617,1,NA
"376",49.4979111054604,-123.48943336908,0,NA
"377",49.4990419030629,-124.796110831841,7,NA
"378",49.5003592914523,-123.746713091998,5,NA
"379",49.5009929403474,-124.819770831922,0,NA
"380",49.5071128895769,-123.756596619402,0,NA
"381",49.5093934077331,-121.416365888187,43,NA
"382",49.5095921276359,-126.381045550672,7,NA
"383",49.5099499110537,-123.796203213346,0,NA
"384",49.5107403773593,-123.494976558489,7,NA
"385",49.5107418013787,-123.494811261463,5,NA
"386",49.5121987219668,-123.908606251403,9,NA
"387",49.5149500170675,-126.294897709058,5,NA
"388",49.5187329338226,-124.829959897381,1,NA
"389",49.5220827194418,-123.481310328472,0,NA
"390",49.5274992373936,-121.885712293799,11,NA
"391",49.5335777902553,-121.768442689915,11,NA
"392",49.5340278197345,-121.885467732541,12,NA
"393",49.5385807918344,-123.765595289507,0,NA
"394",49.5414885604756,-126.558934125536,0,NA
"395",49.5419305339772,-123.799667087735,0,NA
"396",49.5427194273275,-124.757192005169,3,NA
"397",49.5489600678398,-122.614113364347,15,NA
"398",49.5501626037033,-122.615754022944,11,NA
"399",49.5613043274294,-121.423883284599,41,NA
"400",49.5619136619382,-123.380541231601,0,NA
"401",49.5667090884547,-122.632922925282,12,NA
"402",49.5791089725484,-121.83664117875,12,NA
"403",49.5807089622896,-123.316096812615,0,NA
"404",49.5937474139249,-124.887029761849,0,NA
"405",49.5939522679136,-125.915279071323,41,NA
"406",49.5955051558427,-122.640775664494,20,NA
"407",49.6057708552126,-122.633005886066,21,NA
"408",49.6076104217907,-126.046161396881,0,NA
"409",49.6076403603233,-126.753598245266,0,NA
"410",49.6117726203944,-121.411071870228,59,NA
"411",49.6161120829717,-122.647647979298,34,NA
"412",49.6198505886127,-122.660739806454,40,NA
"413",49.6242286349013,-122.659957737539,38,NA
"414",49.6285036486715,-126.371472039853,0,NA
"415",49.6296556946763,-126.447071612797,6,NA
"416",49.6351062871011,-126.302705094035,0,NA
"417",49.6404131648112,-123.988593900414,9,NA
"418",49.6404758319326,-123.987583453276,9,NA
"419",49.6405256821384,-123.985854194023,10,NA
"420",49.6422287176224,-126.62648755943,5,NA
"421",49.642629183947,-124.445946089114,0,NA
"422",49.6441231187225,-124.930062737398,0,NA
"423",49.6468147300955,-126.155238365478,0,NA
"424",49.647554037344,-124.942778237259,0,NA
"425",49.6518481368801,-124.068306842913,0,NA
"426",49.653972812588,-126.086088926673,4,NA
"427",49.6559277589634,-126.627263153428,8,NA
"428",49.6587712476481,-123.818011425093,9,NA
"429",49.6623642219188,-126.370256509279,4,NA
"430",49.6646603244253,-124.034136362227,8,NA
"431",49.6650549283866,-123.252344385929,0,NA
"432",49.6657273698755,-121.412515832276,66,NA
"433",49.6689513665228,-124.914275045026,1,NA
"434",49.6694569524401,-124.974157337096,2,NA
"435",49.6723094999853,-126.188364506404,5,NA
"436",49.6750842194766,-123.161474268264,7,NA
"437",49.6787397749651,-126.474598658584,4,NA
"438",49.6793766302783,-124.48062459969,4,NA
"439",49.6811495763356,-126.112554487143,5,NA
"440",49.6813734864379,-123.555799496413,0,NA
"441",49.6852203176503,-123.180775815163,0,NA
"442",49.6880317041516,-123.151963706356,6,NA
"443",49.6883065808381,-123.154738238874,0,NA
"444",49.6889159214649,-125.01373953347,10,NA
"445",49.6955027000914,-126.636622335987,4,NA
"446",49.6957679360028,-124.99450008354,2,NA
"447",49.6959154209562,-124.994937514647,3,NA
"448",49.6969468566363,-126.56569963651,0,NA
"449",49.6988513285502,-123.993912908593,7,NA
"450",49.7015103428778,-123.890317018288,3,NA
"451",49.7044791537992,-123.143977323667,0,NA
"452",49.7052432800355,-123.116679484524,60,NA
"453",49.7116617873804,-126.538354981881,4,NA
"454",49.7129099304896,-122.037999422097,12,NA
"455",49.7143579996085,-125.012031651398,5,NA
"456",49.7238259706303,-126.45606435882,5,NA
"457",49.7274605304229,-126.650571219043,7,NA
"458",49.7282001140911,-123.116145404848,19,NA
"459",49.7289905751369,-123.133078352772,13,NA
"460",49.731609976492,-123.131017752177,16,NA
"461",49.7334430877942,-123.154662314462,9,NA
"462",49.7334882035357,-123.114304776032,23,NA
"463",49.7341987911903,-123.881990898168,0,NA
"464",49.7346004033682,-124.058450623601,7,NA
"465",49.7376704364221,-123.108293773241,65,NA
"466",49.7390171037631,-122.149026647718,11,NA
"467",49.7398257266756,-124.9268213669,3,NA
"468",49.7411106961826,-122.103397510753,11,NA
"469",49.7428325556366,-122.151626205208,9,NA
"470",49.7473654709593,-125.086584762813,47,NA
"471",49.747468148528,-122.145828270538,12,NA
"472",49.7480991688682,-123.142379957602,9,NA
"473",49.7520755561164,-123.141725090609,10,NA
"474",49.7551998911743,-126.384843027764,4,NA
"475",49.7553797275544,-123.139207238132,14,NA
"476",49.7554206271796,-126.509925268393,0,NA
"477",49.7577766655633,-123.157026799647,16,NA
"478",49.7627443604392,-122.152648175913,10,NA
"479",49.767515175921,-125.118295224229,61,NA
"480",49.767845821558,-122.205030987981,21,NA
"481",49.773464063702,-124.330611854351,10,NA
"482",49.7738857568538,-124.380097719025,7,NA
"483",49.7749254458345,-124.27933206592,10,NA
"484",49.7751017393582,-126.829899947548,0,NA
"485",49.776336824062,-124.370708098284,0,NA
"486",49.776517694164,-124.353032557638,6,NA
"487",49.7782521114883,-126.638281306858,0,NA
"488",49.7795927500744,-123.177654194053,20,NA
"489",49.7816619674172,-124.183773065164,13,NA
"490",49.7876250364098,-124.994365682521,0,NA
"491",49.7878244860813,-123.723574383569,5,NA
"492",49.7928775782027,-124.467672463734,4,NA
"493",49.7937863820672,-123.131884254731,157,NA
"494",49.794640749851,-124.47963475505,3,NA
"495",49.7957485470289,-126.438553028919,4,NA
"496",49.7960208108506,-126.473421468894,4,NA
"497",49.7965190112709,-126.744633249884,6,NA
"498",49.8014966096261,-126.834377182742,0,NA
"499",49.8021147542825,-126.496410622867,0,NA
"500",49.8021236978454,-123.153808459573,45,NA
"501",49.8022244051739,-126.647119709964,4,NA
"502",49.8195645676956,-123.152931858334,54,NA
"503",49.8223346587133,-123.15378868025,55,NA
"504",49.8243014913991,-123.148678065989,57,NA
"505",49.8260091233849,-123.149420036587,58,NA
"506",49.8280538625341,-126.67573680037,6,NA
"507",49.8297258575428,-126.916913919251,0,NA
"508",49.8317339900365,-126.905021099191,6,NA
"509",49.8418066518158,-121.435165240814,100,NA
"510",49.8425096509585,-126.09351634347,142,NA
"511",49.8450432311195,-126.899367724247,4,NA
"512",49.8534263471929,-125.100247836004,1,NA
"513",49.8650167857763,-123.23656188648,22,NA
"514",49.8714452456633,-126.743885858344,0,NA
"515",49.872576213997,-125.116069669823,0,NA
"516",49.8731642655821,-126.711806569382,0,NA
"517",49.8753618035746,-126.853427462651,5,NA
"518",49.8808839931587,-126.177250085424,201,NA
"519",49.882908894836,-125.187506726367,41,NA
"520",49.883118008132,-127.173743521869,0,NA
"521",49.8863339035697,-126.98877888248,7,NA
"522",49.8946177617776,-121.448779333846,106,NA
"523",49.8954063966306,-124.606318313919,4,NA
"524",49.8970321383545,-123.302423615009,36,NA
"525",49.9118856810226,-126.643389044036,4,NA
"526",49.9138468051392,-126.783823231141,5,NA
"527",49.9168941407926,-126.621703152457,14,NA
"528",49.9205683223827,-123.29363371028,39,NA
"529",49.9218099442678,-123.869313924248,0,NA
"530",49.9235673760777,-123.871510855089,8,NA
"531",49.9237003955568,-126.658556369571,4,NA
"532",49.9244758737835,-125.183660342709,6,NA
"533",49.92451265778,-127.203123591874,6,NA
"534",49.9256225829397,-123.29071889025,40,NA
"535",49.9272075040297,-125.182418509309,5,NA
"536",49.9322650038424,-124.036451719178,7,NA
"537",49.9428792766502,-127.051587291492,7,NA
"538",49.9432723618187,-127.05028919343,5,NA
"539",49.9437964745231,-127.0445940158,0,NA
"540",49.9482314273124,-127.220898121188,7,NA
"541",49.9516756428513,-123.309165817579,50,NA
"542",49.9557470393951,-126.817034833893,6,NA
"543",49.9602988063172,-126.909789834042,0,NA
"544",49.9640191039558,-124.67550391102,6,NA
"545",49.9644802898392,-126.815538129222,17,NA
"546",49.9658819113052,-125.208335531266,3,NA
"547",49.9682729452014,-126.945773763324,3,NA
"548",49.9691388851921,-126.805508347184,32,NA
"549",49.9757248431944,-123.306320520965,58,NA
"550",49.9771392985613,-121.510190957375,107,NA
"551",49.9790359011541,-125.221838950054,6,NA
"552",49.9818534068736,-126.852641891412,4,NA
"553",49.9888171639989,-126.944215059089,0,NA
"554",49.9931158610791,-123.330316228735,66,NA
"555",49.996544907557,-127.12309428591,0,NA
"556",49.997354307087,-123.323299258828,65,NA
"557",49.9974503796018,-124.009657096653,0,NA
"558",49.9979776505405,-127.164817625032,5,NA
"559",50.0044154861355,-121.7213804867,300,NA
"560",50.020625890538,-123.352978712186,86,NA
"561",50.0234809798922,-127.077284763498,0,NA
"562",50.028272018139,-127.109374841296,4,NA
"563",50.0359373371447,-125.280328382136,6,NA
"564",50.0375637855404,-125.294162529649,4,NA
"565",50.0414174358389,-127.411401267241,6,NA
"566",50.0434215577777,-125.252259715153,3,NA
"567",50.0458666745062,-127.349336550142,0,NA
"568",50.048718473218,-125.258471431605,3,NA
"569",50.0532056301887,-127.287812591942,10,NA
"570",50.0635084004753,-127.09851485512,6,NA
"571",50.0684394496356,-123.343577512368,130,NA
"572",50.0693592611372,-125.290132408269,0,NA
"573",50.0791703907892,-127.288900630707,5,NA
"574",50.0804282877535,-124.654845709426,0,NA
"575",50.0887797855685,-125.192365560431,7,NA
"576",50.0927563522351,-123.742136250295,5,NA
"577",50.0997065037115,-123.715286340084,7,NA
"578",50.1052889854785,-127.157740650492,0,NA
"579",50.1098854801819,-123.387050922175,153,NA
"580",50.1102184331171,-125.044326049627,0,NA
"581",50.1120841075333,-125.373998430059,0,NA
"582",50.1149017437089,-120.804305764128,592,NA
"583",50.1150961042968,-127.087527684755,0,NA
