"","species","region","FULL_CU_IN","cuid","start_spawn_025","start_spawn_10","start_spawn_mean","end_spawn_975","end_spawn_90","end_spawn_mean","n_years","n_loc","dq"
"247","Sockeye","Central Coast","SEL-18-03",533,NA,NA,NA,NA,NA,NA,0,0,3
"248","Sockeye","Central Coast","SEL-18-04",534,231.314516129032,231.314516129032,231.314516129032,275.254098360656,275.254098360656,275.254098360656,61,1,1
"249","Sockeye","Central Coast","SEL-18-05",535,247.19696969697,247.19696969697,247.19696969697,295.75,295.75,295.75,18,1,1
"250","Sockeye","Central Coast","SEL-18-06",536,239.105263157895,239.105263157895,239.105263157895,293.815789473684,293.815789473684,293.815789473684,38,1,1
"251","Sockeye","Central Coast","SEL-18-07",537,227,227,227,276.336734693878,276.336734693878,276.336734693878,49,1,1
"252","Sockeye","Central Coast","SEL-18-08",538,219.680327868852,219.680327868852,219.680327868852,262.627118644068,262.627118644068,262.627118644068,59,1,1
"253","Sockeye","Central Coast","SEL-18-09",539,211.190476190476,211.190476190476,211.190476190476,245.380952380952,245.380952380952,245.380952380952,21,1,1.5
"254","Sockeye","Central Coast","SEL-18-11",NA,268.5,268.5,268.5,268.5,268.5,268.5,1,1,2
"255","Sockeye","Central Coast","SEL-19-01",540,224.35,224.35,224.35,261.607142857143,261.607142857143,261.607142857143,28,1,1
"256","Sockeye","Central Coast","SEL-19-02",541,229.211538461538,229.211538461538,229.211538461538,257.829268292683,257.829268292683,257.829268292683,41,1,1
"257","Sockeye","Central Coast","SEL-19-03",542,210.416666666667,210.416666666667,210.416666666667,251.545454545455,251.545454545455,251.545454545455,11,1,1
"258","Sockeye","Central Coast","SEL-19-04",543,225.823529411765,225.823529411765,225.823529411765,263.787878787879,263.787878787879,263.787878787879,33,1,1
"259","Sockeye","Central Coast","SEL-19-05",544,228.645161290323,228.645161290323,228.645161290323,263.709677419355,263.709677419355,263.709677419355,31,1,1.5
"260","Sockeye","Central Coast","SEL-19-07",546,192,192,192,234,234,234,3,1,2
"261","Sockeye","Central Coast","SEL-19-09",548,207.270833333333,207.270833333333,207.270833333333,257.395833333333,257.395833333333,257.395833333333,24,1,1.5
"262","Sockeye","Central Coast","SEL-19-10",549,262.928571428571,262.928571428571,267.238095238095,308.933333333333,308.933333333333,308.933333333333,14,2,1
"263","Sockeye","Central Coast","SEL-19-11",550,206.435897435897,206.435897435897,206.435897435897,243.77027027027,243.77027027027,243.77027027027,37,1,1
"264","Sockeye","Central Coast","SEL-19-12",551,258,258,258,288,288,288,1,1,3
"265","Sockeye","Central Coast","SEL-19-13",552,217.714285714286,217.714285714286,217.714285714286,261.362068965517,261.362068965517,261.362068965517,28,1,1
"266","Sockeye","Central Coast","SEL-19-14",553,217.244444444444,217.244444444444,217.244444444444,265.231707317073,265.231707317073,265.231707317073,41,1,1
"267","Sockeye","Central Coast","SEL-19-15",554,205.444444444444,205.444444444444,205.444444444444,247.875,247.875,247.875,8,1,1.5
"268","Sockeye","Central Coast","SEL-19-17",556,233.666666666667,233.666666666667,233.666666666667,274.058823529412,274.058823529412,274.058823529412,17,1,2
"269","Sockeye","Central Coast","SEL-19-18",557,212.9,212.9,212.9,262.620689655172,262.620689655172,262.620689655172,29,1,1
"270","Sockeye","Central Coast","SEL-19-19",558,230.2,230.2,230.2,264.722222222222,264.722222222222,264.722222222222,15,1,1.5
"271","Sockeye","Central Coast","SEL-19-20",559,214.233333333333,214.233333333333,214.233333333333,237.142857142857,237.142857142857,237.142857142857,14,1,2
"272","Sockeye","Central Coast","SEL-19-21",560,231.348214285714,231.348214285714,231.348214285714,274.190909090909,274.190909090909,274.190909090909,55,1,1
"273","Sockeye","Central Coast","SEL-19-22",561,211.857142857143,211.857142857143,211.857142857143,243.571428571429,243.571428571429,243.571428571429,7,1,2
"274","Sockeye","Central Coast","SEL-19-23",562,197.888888888889,197.888888888889,197.888888888889,245.222222222222,245.222222222222,245.222222222222,9,1,2.5
"275","Sockeye","Central Coast","SEL-19-24",563,260.214285714286,260.214285714286,260.214285714286,297.52380952381,297.52380952381,297.52380952381,21,1,1
"276","Sockeye","Central Coast","SEL-19-25",564,239.363636363636,239.363636363636,239.363636363636,270.545454545455,270.545454545455,270.545454545455,22,1,1
"277","Sockeye","Central Coast","SEL-19-26",565,220.279411764706,220.279411764706,220.279411764706,256.983870967742,256.983870967742,256.983870967742,31,1,1
"278","Sockeye","Central Coast","SEL-19-27",566,256.833333333333,256.833333333333,256.833333333333,281.75,281.75,281.75,2,1,3
"279","Sockeye","Central Coast","SEL-19-28",567,237.666666666667,237.666666666667,237.666666666667,288,288,288,3,1,2
"280","Sockeye","Central Coast","SEL-19-29",568,206,206,206,243.578947368421,243.578947368421,243.578947368421,19,1,1
"281","Sockeye","Central Coast","SEL-19-30",569,227,227,227,257.5,257.5,257.5,2,1,2
"282","Sockeye","Central Coast","SEL-19-31",570,258,258,258,288,288,288,1,1,2
"283","Sockeye","Central Coast","SEL-19-32",571,248.051724137931,248.051724137931,248.051724137931,278.619047619048,278.619047619048,278.619047619048,21,1,1.5
"284","Sockeye","Central Coast","SEL-19-33",572,252.018518518519,252.018518518519,252.018518518519,303.384615384615,303.384615384615,303.384615384615,26,1,1
"285","Sockeye","Central Coast","SEL-19-34",573,217.897435897436,217.897435897436,217.897435897436,251.959459459459,251.959459459459,251.959459459459,37,1,1
"286","Sockeye","Central Coast","SEL-19-35",574,NA,NA,NA,NA,NA,NA,0,0,3
"287","Sockeye","Central Coast","SEL-19-36",575,221.7,221.7,221.7,248.333333333333,248.333333333333,248.333333333333,30,1,1.5
"288","Sockeye","Central Coast","SEL-19-37",576,193.684210526316,193.684210526316,193.684210526316,243.631578947368,243.631578947368,243.631578947368,19,1,1.5
"289","Sockeye","Central Coast","SEL-19-38",577,256.5,256.5,256.5,286.055555555556,286.055555555556,286.055555555556,18,1,2
